,Symbol,Name,Price,Change %,Volume,Rel Volume,Market Cap,P/E,EPS (dil TTM),EPS Growth (TTM YoY),Div Yield % TTM,Sector,Analyst Rating
3562,RNXT,"RenovoRx, Inc.",0.98,−1.52%,17902.0,0.70,23507000.0,—,−0.61 USD,+42.25%,0.00%,Health technology,Strong buy
3563,ROAD,"Construction Partners, Inc.",73.54,+3.91%,268351.0,0.77,3881000000.0,54.76,1.34 USD,+124.88%,0.00%,Industrial services,Buy
3564,ROCK,"Gibraltar Industries, Inc.",67.13,−4.32%,277368.0,1.88,2045999999.9999998,17.82,3.77 USD,+31.42%,0.00%,Producer manufacturing,Strong buy
3565,ROCL,Roth CH Acquisition V Co.,10.94,−2.50%,,0.26,53817000.0,—,−0.40 USD,−327.23%,0.00%,Finance,—
3566,ROG,Rogers Corporation,104.37,+1.86%,81675.0,0.57,1941000000.0,33.54,3.11 USD,−39.28%,0.00%,Process industries,Strong buy
3567,ROIV,Roivant Sciences Ltd.,11.9,+0.25%,5523000.0,1.13,8800000000.0,2.14,5.57 USD,—,0.00%,Health technology,Strong buy
3568,ROK,"Rockwell Automation, Inc.",271.16,+1.12%,597917.0,1.12,30768000000.0,30.78,8.81 USD,−28.21%,1.84%,Producer manufacturing,Neutral
3569,ROKU,"Roku, Inc.",78.37,+1.29%,2212000.0,0.93,11339000000.0,—,−3.46 USD,+26.68%,0.00%,Consumer durables,Buy
3570,ROL,"Rollins, Inc.",49.66,+0.83%,1364000.0,1.03,24051000000.0,52.44,0.95 USD,+19.54%,1.21%,Consumer services,Buy
3571,ROMA,Roma Green Finance Limited,0.927,+0.76%,9110.0,0.05,11091000.0,—,−0.07 USD,−463.78%,0.00%,Commercial services,—
3572,ROOT,"Root, Inc.",42.74,−3.96%,570793.0,2.52,641100000.0,—,−5.75 USD,+61.01%,0.00%,Finance,Buy
3573,ROP,"Roper Technologies, Inc.",551.55,+2.24%,843484.0,1.90,59125000000.0,41.30,13.35 USD,+14.35%,0.53%,Technology services,Buy
3574,ROST,"Ross Stores, Inc.",143.36,+1.65%,2530000.0,1.35,47561000000.0,23.11,6.20 USD,+31.56%,1.00%,Retail trade,Buy
3575,RPAY,Repay Holdings Corporation,7.9,+1.41%,416156.0,1.01,738827000.0,—,−0.97 USD,−161.34%,0.00%,Commercial services,Buy
3576,RPD,"Rapid7, Inc.",40.71,+0.49%,291764.0,0.43,2554000000.0,—,−0.84 USD,+62.05%,0.00%,Technology services,Buy
3577,RPID,"Rapid Micro Biosystems, Inc.",0.8901,+1.03%,33764.0,2.11,38198000.0,—,−1.17 USD,+17.88%,0.00%,Producer manufacturing,Strong buy
3578,RPM,RPM International Inc.,133.04,+1.41%,730324.0,0.95,17123000000.000002,27.88,4.77 USD,+20.34%,1.38%,Process industries,Buy
3579,RPRX,Royalty Pharma plc,28.02,+1.93%,2721000.0,1.61,16629000000.000002,18.65,1.50 USD,+165.98%,2.96%,Health technology,Strong buy
3580,RPTX,Repare Therapeutics Inc.,3.14,−3.98%,97913.0,0.53,133279000.0,—,−1.63 USD,−921.83%,0.00%,Health technology,Strong buy
3581,RR,Richtech Robotics Inc.,0.6845,−0.95%,1319000.0,0.32,65307000.0,—,−0.04 USD,—,0.00%,Consumer durables,—
3582,RRAC,Rigel Resource Acquisition Corp.,11.5,0.00%,1910.0,0.02,168240000.0,—,−0.04 USD,−114.77%,0.00%,Finance,—
3583,RRBI,"Red River Bancshares, Inc.",51.98,+4.15%,2955.0,0.49,357953000.0,11.32,4.59 USD,—,0.67%,Finance,Strong buy
3584,RRC,Range Resources Corporation,31.42,+0.77%,2344000.0,1.09,7606000000.0,16.02,1.96 USD,−71.47%,1.02%,Energy minerals,Neutral
3585,RRGB,"Red Robin Gourmet Burgers, Inc.",5.4,−1.82%,662051.0,1.33,85069000.0,—,−2.60 USD,+26.16%,0.00%,Consumer services,Buy
3586,RRR,"Red Rock Resorts, Inc.",52.54,+1.23%,436151.0,0.85,5548000000.0,21.71,2.42 USD,−34.98%,1.90%,Consumer services,Buy
3587,RRX,Regal Rexnord Corporation,171.22,+4.43%,409979.0,1.22,11393000000.0,—,−0.03 USD,−100.75%,0.82%,Producer manufacturing,Strong buy
3588,RS,"Reliance, Inc.",290.95,+1.58%,274650.0,1.10,16007000000.000002,14.86,19.58 USD,−22.44%,1.48%,Non-energy minerals,Buy
3589,RSG,"Republic Services, Inc.",204.44,+0.67%,780840.0,0.73,64208000000.0,34.25,5.97 USD,+20.21%,1.05%,Industrial services,Buy
3590,RSI,"Rush Street Interactive, Inc.",11.41,+4.30%,2161000.0,1.50,2573000000.0,—,−0.09 USD,+77.96%,0.00%,Consumer services,Strong buy
3591,RSKD,Riskified Ltd.,4.61,+2.22%,266441.0,0.65,786191000.0,—,−0.26 USD,+39.39%,0.00%,Technology services,Neutral
3592,RSLS,"ReShape Lifesciences, Inc.",5.08,+0.20%,14968.0,0.22,2574000.0,—,−72.66 USD,+98.05%,0.00%,Health technology,—
3593,RSSS,"Research Solutions, Inc",2.74,+1.48%,181529.0,7.60,89174000.0,—,−0.12 USD,−763.98%,0.00%,Commercial services,Strong buy
3594,RSVR,"Reservoir Media, Inc..",8.73,+1.63%,43544.0,1.46,568139000.0,—,−0.00 USD,−100.48%,0.00%,Commercial services,Strong buy
3595,RTC,Baijiayun Group Ltd - Class,7.78,0.00%,6809.0,0.54,321853000.0,—,—,—,0.00%,Technology services,—
3596,RTX,RTX Corporation,123.93,+0.81%,2556000.0,0.56,164857000000.0,71.70,1.73 USD,−54.17%,1.97%,Electronic technology,Buy
3597,RUM,Rumble Inc.,5.39,+1.89%,817138.0,1.15,2097000000.0,—,−0.63 USD,−109.44%,0.00%,Technology services,Neutral
3598,RUN,Sunrun Inc.,15.94,+2.71%,6173000.0,1.05,3563000000.0,—,−6.38 USD,"−1,806.58%",0.00%,Electronic technology,Buy
3599,RUSHA,"Rush Enterprises, Inc.",51.6,+2.42%,157116.0,0.37,3975000000.0,13.73,3.76 USD,−15.59%,1.34%,Retail trade,Strong buy
3600,RVLV,"Revolve Group, Inc.",25.35,+1.85%,691095.0,0.94,1790000000.0,55.29,0.46 USD,−17.58%,0.00%,Retail trade,Buy
3601,RVMD,"Revolution Medicines, Inc.",50.48,+1.98%,1299000.0,1.39,8432000000.0,—,−3.65 USD,−16.27%,0.00%,Health technology,Strong buy
3602,RVNC,"Revance Therapeutics, Inc.",5.28,+0.38%,1048000.0,0.70,550073000.0,—,−3.19 USD,+29.74%,0.00%,Health technology,Neutral
3603,RVP,"Retractable Technologies, Inc.",0.7589,+0.52%,32892.0,0.70,22719000.0,—,−0.60 USD,−626.68%,0.00%,Health technology,—
3604,RVPH,"Reviva Pharmaceuticals Holdings, Inc.",1.22,+5.17%,175959.0,0.97,40374000.0,—,−1.30 USD,+9.82%,0.00%,Health technology,Strong buy
3605,RVSB,Riverview Bancorp Inc,4.62,+0.65%,7257.0,0.49,97468000.0,50.99,0.09 USD,—,4.33%,Finance,Buy
3606,RVSN,Rail Vision Ltd.,0.4668,−2.77%,207713.0,0.33,7695000.0,—,—,—,0.00%,Transportation,Strong buy
3607,RVTY,"Revvity, Inc.",121.51,+1.06%,575671.0,1.02,14987000000.0,68.48,1.77 USD,−72.38%,0.23%,Health technology,Buy
3608,RVYL,Ryvyl Inc.,1.74,+0.58%,72092.0,0.64,11754000.0,—,−8.36 USD,+28.83%,0.00%,Technology services,Buy
3609,RWAY,Runway Growth Finance Corp.,10.39,+0.58%,133179.0,0.79,400506000.0,13.71,0.76 USD,−52.37%,17.81%,Finance,Neutral
3610,RXO,"RXO, Inc.",29.88,+6.49%,1213000.0,0.97,4716000000.0,—,−0.18 USD,−275.10%,0.00%,Technology services,Neutral
3611,RXRX,"Recursion Pharmaceuticals, Inc.",6.62,+7.12%,5396000.0,1.15,1929000000.0,—,−1.62 USD,−17.59%,0.00%,Health technology,Neutral
3612,RXST,"RxSight, Inc.",50.2,+0.60%,299833.0,0.81,1992000000.0,—,−1.01 USD,+49.16%,0.00%,Electronic technology,Strong buy
3613,RXT,"Rackspace Technology, Inc.",2.7,0.00%,446374.0,0.86,610289000.0,—,−3.73 USD,+42.09%,0.00%,Technology services,Neutral
3614,RYAM,Rayonier Advanced Materials Inc.,8.95,+2.87%,350971.0,0.79,589740000.0,—,−1.20 USD,"−1,056.79%",0.00%,Process industries,Strong buy
3615,RYAN,"Ryan Specialty Holdings, Inc.",71.76,+1.90%,781037.0,0.76,18762000000.0,114.19,0.63 USD,+2.76%,0.63%,Finance,Neutral
3616,RYDE,Ryde Group Ltd.,0.6528,−2.57%,648924.0,0.68,17162000.0,—,—,—,0.00%,Technology services,—
3617,RYI,Ryerson Holding Corporation,21.34,+1.19%,232120.0,0.88,708523000.0,11.78,1.81 USD,−42.30%,3.50%,Non-energy minerals,Neutral
3618,RYTM,"Rhythm Pharmaceuticals, Inc.",49.82,+3.86%,398928.0,1.39,3046000000.0,—,−4.37 USD,−32.68%,0.00%,Health technology,Strong buy
3619,RZLT,"Rezolute, Inc.",4.7,+0.64%,126519.0,0.43,262861000.0,—,−1.33 USD,−31.44%,0.00%,Health technology,Strong buy
3620,RZLV,Rezolve AI Limited,6.87,−2.69%,190019.0,0.23,48964000.0,—,−0.20 USD,−523.34%,0.00%,Technology services,—
3621,S,"SentinelOne, Inc.",25.71,−0.54%,3229000.0,1.03,8156000000.000001,—,−0.92 USD,+32.03%,0.00%,Technology services,Buy
3622,SABR,Sabre Corporation,3.36,+1.82%,2779000.0,0.88,1296000000.0,—,−1.24 USD,+24.45%,0.00%,Technology services,Buy
3623,SABS,"SAB Biotherapeutics, Inc.",2.4,−4.76%,52269.0,1.83,22150000.0,—,−6.17 USD,−2.25%,0.00%,Health technology,Strong buy
3624,SAFT,"Safety Insurance Group, Inc.",80.98,+1.09%,19651.0,0.62,1202000000.0,23.48,3.45 USD,+43.49%,4.45%,Finance,Neutral
3625,SAGE,"Sage Therapeutics, Inc.",6.59,+3.45%,659917.0,1.15,402322000.0,—,−7.41 USD,+25.32%,0.00%,Health technology,Neutral
3626,SAH,"Sonic Automotive, Inc.",54.62,+1.86%,135386.0,0.94,1864000000.0,10.08,5.42 USD,—,2.20%,Retail trade,Buy
3627,SAIA,"Saia, Inc.",463.37,+5.11%,273840.0,0.98,12321000000.0,32.61,14.21 USD,+12.86%,0.00%,Transportation,Buy
3628,SAIC,Science Applications International Corporation,144.5,+1.23%,184153.0,0.62,7156000000.0,26.06,5.54 USD,−39.40%,1.02%,Technology services,Neutral
3629,SAIH,SAIHEAT Limited,0.5885,+7.19%,14749.0,0.18,14498000.0,—,—,—,0.00%,Technology services,—
3630,SAM,"Boston Beer Company, Inc. (The)",273.74,−1.52%,108897.0,0.87,3207000000.0,35.75,7.66 USD,+44.90%,0.00%,Consumer non-durables,Neutral
3631,SAMG,Silvercrest Asset Management Group Inc.,17.22,+2.26%,12330.0,0.90,240917000.0,19.27,0.89 USD,−26.90%,4.47%,Finance,Strong buy
3632,SANA,"Sana Biotechnology, Inc.",3.99,+4.18%,962494.0,0.71,887639000.0,—,−1.15 USD,+39.23%,0.00%,Health technology,Buy
3633,SANM,Sanmina Corporation,67.35,+1.35%,347680.0,1.49,3680000000.0,17.45,3.86 USD,−26.23%,0.00%,Health technology,Neutral
3634,SANW,S&W Seed Company,0.2122,−0.84%,79758.0,0.79,9204000.0,—,−0.59 USD,−427.84%,0.00%,Process industries,—
3635,SAR,Saratoga Investment Corp New,23.82,−0.50%,78677.0,0.79,328734000.0,15.55,1.53 USD,−44.34%,12.30%,Finance,Buy
3636,SARO,"StandardAero, Inc.",30.75,−2.69%,1541000.0,—,10285000000.0,—,−0.04 USD,—,0.00%,Transportation,—
3637,SASR,"Sandy Spring Bancorp, Inc.",31.9,+2.28%,291549.0,1.61,1439000000.0,15.98,2.00 USD,—,4.26%,Finance,Neutral
3638,SATL,Satellogic Inc.,1.0,−0.99%,8702.0,0.23,91104000.0,—,—,—,0.00%,Electronic technology,—
3639,SATS,EchoStar Corporation,24.95,−2.08%,2111000.0,0.76,6778000000.0,—,−7.92 USD,−688.30%,0.00%,Communications,Buy
3640,SATX,SatixFy Communications Ltd.,0.6262,−1.85%,21010.0,0.43,53111000.0,—,−0.06 USD,−136.75%,0.00%,Electronic technology,—
3641,SAVA,"Cassava Sciences, Inc.",25.8,+3.78%,1818000.0,0.71,1238000000.0,—,−1.40 USD,+36.07%,0.00%,Health technology,Buy
3642,SAVE,"Spirit Airlines, Inc.",1.61,−5.85%,7630000.0,0.81,176324000.0,—,−6.19 USD,−63.16%,0.00%,Transportation,Sell
3643,SB,"Safe Bulkers, Inc",4.72,−1.87%,531576.0,1.34,503956000.0,5.92,0.80 USD,−15.90%,4.24%,Transportation,Buy
3644,SBC,SBC Medical Group Holdings Incorporated,7.55,−2.45%,89326.0,1.19,777807000.0,—,−0.18 USD,−279.86%,0.00%,Commercial services,—
3645,SBCF,Seacoast Banking Corporation of Florida,26.63,+3.90%,600989.0,1.87,2272000000.0,19.37,1.37 USD,—,2.70%,Finance,Neutral
3646,SBET,"SharpLink Gaming, Inc.",0.7767,−5.29%,41171.0,0.68,2726000.0,—,—,—,0.00%,Commercial services,—
3647,SBEV,"Splash Beverage Group, Inc. (NV)",0.27,+3.49%,335266.0,0.62,15674000.0,—,−0.48 USD,+1.03%,0.00%,Health services,Strong buy
3648,SBFG,"SB Financial Group, Inc.",20.26,+2.89%,5932.0,0.65,136309000.0,11.45,1.77 USD,—,2.71%,Finance,Strong buy
3649,SBFM,Sunshine Biopharma Inc.,2.97,−2.94%,70780.0,0.88,3636000.0,—,−205.36 USD,+91.66%,0.00%,Health technology,Strong buy
3650,SBGI,"Sinclair, Inc.",17.68,+6.12%,441449.0,1.23,1173000000.0,—,−5.48 USD,−115.77%,5.66%,Consumer services,Neutral
3651,SBH,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.)",12.63,+0.88%,591644.0,0.58,1296000000.0,9.20,1.37 USD,−8.19%,0.00%,Distribution services,Neutral
3652,SBLK,Star Bulk Carriers Corp.,21.05,−2.82%,1999000.0,1.50,2501000000.0,7.74,2.72 USD,−2.19%,10.07%,Transportation,Buy
3653,SBSI,"Southside Bancshares, Inc.",33.14,+2.89%,85021.0,1.13,1002999999.9999999,12.27,2.70 USD,—,4.32%,Finance,Neutral
3654,SBT,"Sterling Bancorp, Inc.",4.65,+1.09%,20245.0,0.49,243323000.0,36.67,0.13 USD,—,0.00%,Finance,—
3655,SBUX,Starbucks Corporation,95.55,+1.78%,4835000.0,0.79,108277000000.0,26.78,3.57 USD,+8.64%,2.39%,Consumer services,Buy
3656,SBXC,SilverBox Corp III,10.79,+0.56%,,0.20,148902000.0,40.04,0.27 USD,—,0.00%,Finance,—
3657,SBXD,SilverBox Corp IV,10.0,0.00%,1466.0,—,,—,—,—,—,Finance,—
3658,SCCO,Southern Copper Corporation,117.64,+1.08%,607439.0,0.60,92410000000.0,33.55,3.51 USD,−0.99%,2.01%,Non-energy minerals,Sell
3659,SCHL,Scholastic Corporation,27.06,−0.51%,142402.0,0.45,761398000.0,48.48,0.56 USD,−61.64%,2.96%,Consumer services,—
3660,SCHW,Charles Schwab Corporation (The),67.68,+1.55%,7370000.0,1.04,123810000000.0,28.12,2.41 USD,−30.07%,1.48%,Finance,Buy
3661,SCI,Service Corporation International,75.6,+1.19%,564901.0,0.57,10917000000.0,22.08,3.42 USD,+8.85%,1.57%,Consumer services,Buy
3662,SCKT,"Socket Mobile, Inc.",1.18,+1.71%,8036.0,0.86,8967000.0,—,−0.26 USD,+3.44%,0.00%,Electronic technology,—
3663,SCL,Stepan Company,74.96,+1.70%,124924.0,1.40,1686000000.0,49.43,1.52 USD,−55.86%,2.00%,Process industries,Neutral
3664,SCLX,Scilex Holding Company,0.7899,+0.61%,757373.0,0.75,126384000.0,—,−1.02 USD,−62.41%,0.00%,Health technology,—
3665,SCM,Stellus Capital Investment Corporation,13.96,0.00%,82206.0,0.73,362711000.0,11.07,1.26 USD,+53.92%,11.46%,Finance,Neutral
3666,SCNX,"Scienture Holdings, Inc.",7.24,+3.87%,3101.0,0.31,62096000.0,—,−26.96 USD,−327.00%,0.00%,Commercial services,—
3667,SCOR,"comScore, Inc.",6.76,+1.81%,20892.0,1.93,33054000.000000004,—,−9.30 USD,+63.86%,0.00%,Technology services,Neutral
3668,SCPH,scPharmaceuticals Inc.,4.23,+3.68%,253773.0,0.73,211622000.0,—,−1.56 USD,−17.37%,0.00%,Health technology,Strong buy
3669,SCPX,"Scorpius Holdings, Inc.",0.7305,−2.39%,19233.0,0.63,2276000.0,—,−200.40 USD,+50.07%,0.00%,Health technology,Strong buy
3670,SCS,Steelcase Inc.,12.91,+2.46%,453686.0,0.83,1471000000.0,12.27,1.05 USD,+124.43%,3.10%,Producer manufacturing,Strong buy
3671,SCSC,"ScanSource, Inc.",48.07,+0.80%,85672.0,0.55,1155000000.0,15.76,3.05 USD,−12.03%,0.00%,Distribution services,Neutral
3672,SCVL,"Shoe Carnival, Inc.",39.13,+2.09%,157166.0,0.47,1063000000.0,13.89,2.82 USD,−14.00%,1.30%,Retail trade,Buy
3673,SCWO,374Water Inc.,1.5,+0.67%,84738.0,0.73,199088000.0,—,—,—,0.00%,Industrial services,Strong buy
3674,SCWX,SecureWorks Corp.,8.16,0.00%,8432.0,0.24,724837000.0,—,−0.84 USD,+45.47%,0.00%,Technology services,Sell
3675,SCYX,"SCYNEXIS, Inc.",1.53,+0.66%,117949.0,1.57,57920000.0,—,−0.89 USD,−230.31%,0.00%,Health technology,Strong buy
3676,SD,"SandRidge Energy, Inc.",12.37,0.00%,234242.0,0.78,459937000.0,11.38,1.09 USD,−79.75%,3.48%,Energy minerals,Strong buy
3677,SDA,SunCar Technology Group Inc.,9.91,−2.46%,320547.0,1.10,1026999999.9999999,—,—,—,0.00%,Consumer services,—
3678,SDGR,"Schrodinger, Inc.",17.67,+1.96%,528441.0,0.90,1286000000.0,—,−2.79 USD,−422.21%,0.00%,Technology services,Buy
3679,SDHC,Smith Douglas Homes Corp.,37.07,−0.22%,30838.0,0.37,1901000000.0,18.69,1.98 USD,−27.03%,0.00%,Consumer durables,Neutral
3680,SDIG,"Stronghold Digital Mining, Inc.",4.32,+6.02%,315476.0,0.96,72875000.0,—,−2.90 USD,+89.61%,0.00%,Technology services,Buy
3681,SDOT,Sadot Group Inc.,0.3312,+4.48%,146917.0,1.00,18811000.0,—,−0.14 USD,+21.31%,0.00%,Consumer services,Neutral
3682,SDRL,Seadrill Limited,38.35,+1.08%,729058.0,0.68,2640000000.0,6.01,6.38 USD,+0.83%,0.00%,Industrial services,Strong buy
3683,SDST,Stardust Power Inc.,8.0,−8.05%,26016.0,0.42,383780000.0,—,−0.75 USD,−297.28%,0.00%,Finance,Strong buy
3684,SEAT,Vivid Seats Inc.,3.9,+3.45%,779113.0,0.65,811524000.0,—,−0.06 USD,−114.56%,0.00%,Consumer services,Buy
3685,SEB,Seaboard Corporation,3080.0,−0.16%,1130.0,0.37,2991000000.0,11.91,258.69 USD,−25.86%,0.29%,Process industries,—
3686,SEDA,SDCL EDGE Acquisition Corporation,11.32,+0.18%,,0.29,115246000.0,—,−0.42 USD,−330.45%,0.00%,Finance,—
3687,SEDG,"SolarEdge Technologies, Inc.",19.46,+7.04%,3496000.0,1.15,1115000000.0,—,−8.99 USD,−274.27%,0.00%,Producer manufacturing,Neutral
3688,SEE,Sealed Air Corporation,35.12,+1.86%,844715.0,0.77,5116000000.0,14.03,2.50 USD,−5.03%,2.28%,Process industries,Buy
3689,SEED,Origin Agritech Limited,3.18,+5.72%,30083.0,0.75,20036000.0,2.36,1.35 USD,—,0.00%,Process industries,—
3690,SEEL,"Seelos Therapeutics, Inc.",2.43,−1.62%,103083.0,0.25,1412000.0,0.01,176.64 USD,—,0.00%,Health technology,—
3691,SEER,"Seer, Inc.",1.98,+3.13%,281306.0,0.94,121630000.0,—,−1.28 USD,+13.81%,0.00%,Health technology,Buy
3692,SEG,Seaport Entertainment Group Inc.,28.0,+6.50%,230212.0,1.09,309226000.0,—,—,—,0.00%,Consumer services,—
3693,SEI,"Solaris Energy Infrastructure, Inc.",13.96,+3.33%,185565.0,0.73,614308000.0,21.54,0.65 USD,−23.55%,3.44%,Technology services,Buy
3694,SEIC,SEI Investments Company,70.1,−0.82%,606904.0,1.35,9105000000.0,18.34,3.82 USD,+29.30%,1.31%,Finance,Neutral
3695,SELX,Semilux International Ltd.,1.27,−0.77%,2984.0,0.31,47538000.0,—,—,—,0.00%,Finance,—
3696,SEM,Select Medical Holdings Corporation,33.7,+1.69%,483279.0,1.01,4382000000.0,16.12,2.09 USD,+31.20%,1.48%,Health services,Buy
3697,SEMR,"SEMrush Holdings, Inc.",13.16,+0.61%,202311.0,0.51,1927000000.0,130.04,0.10 USD,—,0.00%,Technology services,Buy
3698,SENEA,Seneca Foods Corp.,63.54,+1.08%,14020.0,0.69,442036000.0,8.80,7.22 USD,+108.21%,0.00%,Consumer non-durables,—
3699,SENS,"Senseonics Holdings, Inc.",0.354,+7.31%,6232000.0,1.77,189593000.0,—,−0.14 USD,+23.59%,0.00%,Electronic technology,Neutral
3700,SER,"Serina Therapeutics, Inc.",6.9,+1.92%,1129.0,0.13,61282000.0,—,−11.08 USD,−7.85%,0.00%,Commercial services,—
3701,SERA,"Sera Prognostics, Inc.",7.0,+9.55%,84036.0,0.57,233580000.0,—,−0.99 USD,+26.38%,0.00%,Health services,Strong buy
3702,SERV,Serve Robotics Inc.,8.68,−7.66%,6213000.0,1.12,372477000.0,—,−0.89 USD,−44.75%,0.00%,Producer manufacturing,Strong buy
3703,SES,SES AI Corporation,0.6263,+10.58%,4192999.9999999995,1.70,223926000.0,—,−0.19 USD,+6.48%,0.00%,Producer manufacturing,Sell
3704,SEZL,Sezzle Inc.,179.75,+12.81%,85459.0,1.12,1006999999.9999999,25.62,7.02 USD,"+2,925.18%",0.00%,Technology services,Strong buy
3705,SF,Stifel Financial Corporation,97.44,+1.65%,482010.0,1.11,9989000000.0,20.68,4.71 USD,−6.13%,1.66%,Finance,Neutral
3706,SFBC,"Sound Financial Bancorp, Inc.",54.0,−0.99%,2410.0,2.32,138461000.0,35.30,1.53 USD,—,1.41%,Finance,—
3707,SFBS,"ServisFirst Bancshares, Inc.",82.03,+4.80%,175359.0,1.23,4473000000.0,22.66,3.62 USD,—,1.44%,Finance,Neutral
3708,SFIX,"Stitch Fix, Inc.",2.74,+0.74%,1222000.0,0.57,347536000.0,—,−1.07 USD,+28.76%,0.00%,Retail trade,Neutral
3709,SFL,SFL Corporation Ltd,11.61,+0.61%,389491.0,0.58,1692000000.0,—,—,—,9.04%,Transportation,Buy
3710,SFM,"Sprouts Farmers Market, Inc.",116.12,+2.82%,590136.0,0.63,11627000000.0,36.45,3.19 USD,+32.34%,0.00%,Retail trade,Neutral
3711,SFNC,Simmons First National Corporation,22.28,+3.10%,581127.0,1.17,2797000000.0,18.60,1.20 USD,—,3.73%,Finance,Neutral
3712,SFST,"Southern First Bancshares, Inc.",35.38,+3.63%,26142.0,1.48,288527000.0,20.79,1.70 USD,—,0.00%,Finance,Neutral
3713,SFWL,Shengfeng Development Limited,1.29,+4.03%,55145.0,1.43,104793000.0,11.98,0.11 USD,—,0.00%,Transportation,—
3714,SG,"Sweetgreen, Inc.",37.88,+4.15%,4341000.0,1.50,4324000000.0,—,−0.83 USD,+43.51%,0.00%,Consumer services,Buy
3715,SGA,"Saga Communications, Inc.",14.47,+0.49%,8805.0,0.96,90604000.0,14.47,1.00 USD,−27.22%,6.91%,Consumer services,Strong buy
3716,SGBX,Safe & Green Holdings Corp.,1.0,−5.57%,383667.0,11.56,2028000.0,—,−29.00 USD,−31.45%,0.00%,Producer manufacturing,—
3717,SGC,"Superior Group of Companies, Inc.",15.16,+1.00%,30652.0,0.41,254295000.0,22.12,0.69 USD,—,3.69%,Consumer non-durables,Strong buy
3718,SGD,Safe and Green Development Corporation,3.71,+2.77%,19371.0,0.90,3475000.0,—,−12.74 USD,—,0.00%,Finance,—
3719,SGH,"SMART Global Holdings, Inc.",20.76,+2.52%,740972.0,1.34,1099000000.0,—,−0.00 USD,−416.67%,0.00%,Electronic technology,Strong buy
3720,SGHC,Super Group (SGHC) Limited,4.01,0.00%,211930.0,0.35,2011000000.0000002,320.80,0.01 USD,—,2.49%,Consumer services,Buy
3721,SGHT,"Sight Sciences, Inc.",5.74,+3.42%,54363.0,0.36,288764000.0,—,−1.06 USD,+27.81%,0.00%,Health technology,Buy
3722,SGLY,Singularity Future Technology Ltd.,1.65,−1.79%,26943.0,0.31,5781000.0,—,−4.66 USD,+58.12%,0.00%,Transportation,—
3723,SGMA,"SigmaTron International, Inc.",2.95,−1.01%,42219.0,1.63,18052000.0,—,−0.99 USD,+72.35%,0.00%,Electronic technology,—
3724,SGMO,"Sangamo Therapeutics, Inc.",0.8372,+1.41%,1750000.0,0.97,174322000.0,—,−1.38 USD,−16.29%,0.00%,Health technology,Buy
3725,SGMT,Sagimet Biosciences Inc. - Series A,4.31,+4.11%,681336.0,0.11,132209000.0,—,−1.14 USD,—,0.00%,Health technology,Strong buy
3726,SGN,"Signing Day Sports, Inc.",0.255,+2.00%,430610.0,0.37,4620000.0,—,−0.53 USD,−50.11%,0.00%,Technology services,—
3727,SGRP,"SPAR Group, Inc.",2.42,0.00%,17265.0,0.11,56746000.0,4.57,0.53 USD,"+1,010.06%",0.00%,Commercial services,Strong buy
3728,SGRY,"Surgery Partners, Inc.",30.46,+0.40%,424995.0,0.63,3872000000.0,—,−0.27 USD,+52.22%,0.00%,Health services,Buy
3729,SGU,Star Group L.P.,11.52,+1.23%,20105.0,1.06,399300000.0,10.00,1.15 USD,"+1,151,900.00%",5.82%,Energy minerals,—
3730,SHAK,"Shake Shack, Inc.",107.81,−1.90%,1800000.0,2.10,4579000000.0,173.47,0.62 USD,—,0.00%,Consumer services,Buy
3731,SHBI,"Shore Bancshares, Inc.",13.86,+3.05%,60583.0,1.17,461763000.0,19.61,0.71 USD,—,3.46%,Finance,Neutral
3732,SHC,Sotera Health Company,15.32,+0.79%,558984.0,0.50,4339000000.0,109.35,0.14 USD,—,0.00%,Health technology,Buy
3733,SHCO,Soho House & Co Inc.,5.07,−1.36%,112984.0,1.27,988073000.0,—,−0.92 USD,−88.38%,0.00%,Commercial services,Buy
3734,SHCR,"Sharecare, Inc.",1.42,−0.70%,351305.0,0.34,528065000.00000006,—,−0.38 USD,−11.09%,0.00%,Technology services,Neutral
3735,SHEN,Shenandoah Telecommunications Co,12.77,−1.01%,165660.0,0.77,696891000.0,—,−0.19 USD,"−1,243.45%",0.70%,Communications,Neutral
3736,SHFS,"SHF Holdings, Inc.",0.4821,+0.12%,16577.0,0.26,26723000.0,5.77,0.08 USD,—,0.00%,Finance,—
3737,SHIM,Shimmick Corporation,2.34,+1.30%,20307.0,1.86,78598000.0,—,−2.46 USD,—,0.00%,Industrial services,Neutral
3738,SHIP,Seanergy Maritime Holdings Corp.,10.78,+0.65%,187762.0,0.65,222197000.0,7.64,1.41 USD,+531.24%,3.01%,Transportation,Strong buy
3739,SHLS,"Shoals Technologies Group, Inc.",5.31,+3.11%,3385000.0,0.76,884892000.0,38.79,0.14 USD,−85.53%,0.00%,Electronic technology,Buy
3740,SHMD,SCHMID Group N.V.,3.31,−4.89%,22487.0,0.43,161155000.0,—,—,—,0.00%,Finance,—
3741,SHOO,"Steven Madden, Ltd.",47.88,+1.79%,357124.0,0.60,3477000000.0,19.53,2.45 USD,+13.92%,1.75%,Consumer non-durables,Neutral
3742,SHOP,Shopify Inc.,83.24,+0.64%,3775000.0,0.76,107523000000.0,85.78,0.97 USD,—,0.00%,Technology services,Buy
